Start.time,Completion.time,Name,Age,Gender,Nationality,Employment.status,Duration.of.your.studies.in.Segovia.,Type.of.home.you.live.in.,Square.footage.of.the.property.,Number.of.roommates,Area.or.neighborhood.in.Segovia.where.you.live,Email,Duration of your lease,How long do you      expect to stay in your current residence?,How much do you pay monthly in your rental contract,"Which services and costs are included in the contract (internet, gas, water..)","Do you have any other service contracted (laundry, cleaning...) Please list them",What are the monthly cost of these services,Did you find the appartment thorugh a platform/portal/agency? ,Which one? ,What were the main difficulties you encountered when searching for housing?
1970-01-01 12:41:11.461725,45671.2497243804,,20,Man,Spain,Only studying,2 años,Student residence ,80m2,0,San Lorenzo,anonymous,1 curso académico,I will stay only as long as my studies last,1880,Internet agua electricidad,Laundry and cleaning,NA,No,Beyond camous,NA;
1970-01-01 12:41:06.48375,45677.5885532407,,19,Woman,Spain,Only studying,2 years,Rental with a company,110,2,Villaroma,,10 mints academic year,I will stay only as long as my studies last,1300,All,50!yhree montha,,Yes,Uniplaces,High prices;
1970-01-01 12:41:12.497361,45666.3275157007,,18,Woman,Hungary,Only studying,9 months,Rental with a private landlord,100,0,Plaza mayor,,6 months,I will move to another residence for the duration of my studies.,500,Everything,weekly cleaning and optional laundry,,,Strident houses,High prices;Availability;
1970-01-01 12:41:06.493299,45675.7617490034,,18,Woman,USA,Only studying,2 alis,Rental with a private landlord,300m2,5,Berber denporreros,,Academics year,I will move to another residence for the duration of my studies.,730,All,"Daily cleaning, laundry, full board and parking",100,,Idealista,
1970-01-01 12:41:12.497361,45662.8409512193,,19,Man,India,Only studying,2 year,Rental with a private landlord,50m2,1,center,anonymous,1 curso académico,I will move to another residence for the duration of my studies.,1500,All foo,No,50€ each full cleaning manteinance included,,Beyond ie,High prices;None met my expectations;
1970-01-01 12:41:06.52463,45677.5885532407,,19,Man,USA,Only studying,2 year,Rental with a private landlord,20m2,3,Berber denporreros,,6 month,I will stay only as long as my studies last,1400,Wi-Fi water everything,"Daily cleaning, laundry, full board and parking",laundry for 25€,Yes,Inn family,
1970-01-01 12:41:17.543866,45673.3006446636,,18,Woman,USA,Studying and working ,6 month,Rental with a private landlord,80,2,Factory,anonymous,1 year,I will stay only as long as my studies last,750,Yes,Everything even healthcare,NA,No,Beyond campus,High prices;None met my expectations;
,45611.7920601852,,18,Man,Hungary,Only studying,1 semester,Rental with a private landlord,12m2,5,Center,anonymous,6 months,I will move to another residence for the duration of my studies.,730,Gas electric unit,weekly cleaning and optional laundry,,No,Beyond ie,Availability;
1970-01-01 12:40:14.323403,45677.1973932017,,21,Woman,Spain,Only studying,2 yesrs,Rental with a private landlord,120,0,Center,anonymous,Academics year,I will stay only as long as my studies last,1880,Yes,None,NA,No,Beyind campos,High prices;None met my expectations;
1970-01-01 12:40:15.784826,45677.5885532407,,19,Woman,Spain,Only studying,1 semester,Rental with a company,10,2,Acueducto,,Ayuden year,I will move to another residence for the duration of my studies.,1300,Internet agua electricidad,Breakfast cleaning gym,100,Yes,Beyond ie,NA;
1970-01-01 12:40:29.810937,45669.6089881538,,21,Woman,Georgia,Only studying,2 year,Rental with a private landlord,20m2,3,"Residencia al lado,  center",anonymous,9  months,I will move to another residence for the duration of my studies.,1100,All,"half board, bed linen and towel change weekly, bedroom cleaning daily, manteinance",-,Yes,,
,45677.5885532407,,20,Woman,Spain,Only studying,2 years,Rental with a private landlord,60m2,2,Acueduct,,9 month,I will stay only as long as my studies last,960,Wi-Fi water everything,All,,,Ie,High prices;Availability;
1970-01-01 12:40:18.882222,45623.6683738102,,22,Man,Lebanese,Only studying,6 month,Rental with a company,120,0,Acueducto,,Study year,I will stay only as long as my studies last,730,Full board,Cleaning once a week,-,,Friend,High prices;
1970-01-01 12:41:17.578461,45611.7920601852,,19,Non-binary,Ecuador,Only studying,2 yeats,Rental with a private landlord,120,1,Center,,9 month,I will stay only as long as my studies last,750,,weekly cleaning and optional laundry,included,,Uniplaces,High prices;None met my expectations;
1970-01-01 12:41:06.52463,45677.5885532407,,21,Man,Lebanese,Only studying,2 years,Student residence ,300m2,0,Center,,10 months,I will stay only as long as my studies last,1050,yes,"half board, bed linen and towel change weekly, bedroom cleaning daily, manteinance",Included,,Strident houses,High prices;None met my expectations;
1970-01-01 12:40:18.890069,45677.5885532407,,20,Man,Spain/China,Only studying,2 years,Rental with a private landlord,100,0,San Lorenzo,anonymous,Julio 2025,I will stay only as long as my studies last,,Everything,Cleaning and manteinance,,No,Beyond campus,Availability;
1970-01-01 12:41:17.58397,45676.5821171167,,18,Man,Us,Only studying,2 year,Family home ,75m,0,Center,anonymous,Año académico.,I will stay only as long as my studies last,1880,Everything,cleaning and maintenance,-,,vizcainos,
1970-01-01 12:41:06.52463,45611.7920601852,,20,Woman,Canada,Only studying,4 years,Rental with a private landlord,20m2,0,On campus,,6 months,I will stay only as long as my studies last,700,,None,50€ each full cleaning manteinance included,Yes,Uniplaces,Availability;
1970-01-01 12:41:06.498611,45668.7886200406,,21,Non-binary,India,Only studying,2 yesrs,Student residence ,Studio,3,Plaza mayor,,Julio 2025,I will stay only as long as my studies last,960,Full board,"Manteinance, cleaning once a week and information",NA,No,Beyond camous,NA;
1970-01-01 12:41:17.540301,45668.1733439556,,20,Man,Colmbia,Only studying,1 year,Rental with a private landlord,100m2,5,center,,Academic year,I will stay only as long as my studies last,1050,Everything,1100 limpieza y comida,100,No,Ie,Availability;
1970-01-01 12:41:06.491644,45670.0191722105,,20,Prefer not to say,Lebanese,Only studying,2 year,Rental with a private landlord,95,2,Center,,Ayuden year,I will move to another residence for the duration of my studies.,1400,All foo,All,laundry for 25€,,Beyond camous,High prices;
1970-01-01 12:41:17.525359,45677.5885532407,,20,Man,Argentina,Only studying,2,Student residence ,150,2,Acueduct,anonymous,Study year,I will stay only as long as my studies last,1250,Yes,"Manteinance, cleaning once a week and information",100,No,vizcainos,
1970-01-01 12:41:12.488113,45677.5885532407,,18,Man,Colombia,Only studying,2 year,Student residence ,300m2,0,Center,anonymous,9 month,I will stay only as long as my studies last,1250,All foo,"Full Board, weekly bed linen and towel laundry service and cleaning",50€ each full cleaning manteinance included,No,Friend,High prices;Availability;
1970-01-01 12:40:18.883924,45664.2765954175,,18,Man,Spain,Only studying,1 semester,Student residence ,12m2,0,San Nicolás,,1 year study,I will move to another residence for the duration of my studies.,1350,Gas electric unit,"Full Board, weekly bed linen and towel laundry service and cleaning",laundry for 25€,,Uniplaces,NA;
1970-01-01 12:40:18.885683,45663.2511352759,,19,Man,USA,Only studying,2 years,Student residence ,12m2,2,San Lorenzo,anonymous,Study year,I will stay only as long as my studies last,1350,Wi-Fi water everything,Cleaning Laundry,,Yes,Friend,High prices;None met my expectations;
1970-01-01 12:41:17.524005,45677.5885532407,,19,Man,Spain,Only studying,2 alis,Student residence ,80m2,3,Center,,Julio 2025,I will move to another residence for the duration of my studies.,1540,Yes,,100,No,Te tal Agency,High prices;
1970-01-01 12:41:17.550949,45676.787209145,,21,Man,Colombia,Only studying,2 years,Rental with a company,20m2,4,Plaza mayor,,1 academic year,I will stay only as long as my studies last,820,yes,Cleaning and food (media pensión),-,No,Housing platform (dont remember name),Availability;
1970-01-01 12:41:06.48375,45674.1210127769,,21,Woman,France,Only studying,2 years,Rental with a private landlord,300m2,1,On campus,anonymous,10 month,I will move to another residence for the duration of my studies.,1880,Gas electric unit,Everything included,laundry for 25€,No,,Availability;High prices;
1970-01-01 12:41:17.578461,45662.8409512193,,20,Woman,Italy,Only studying,1 year a half,Rental with a private landlord,147,3,Calle Juan bravo,anonymous,Julio 2025,I will move to another residence for the duration of my studies.,1540,Gas electric unit,"all included, cleaning, full board, manteinance, bed linen and towels laundry",NA,,Beyond campus,Availability;
1970-01-01 12:41:17.540301,45667.147883814,,19,Man,Us,Only studying,2 year,Student residence ,150,0,Centre,anonymous,Año académico.,I will move to another residence for the duration of my studies.,960,yes,Brwkfast and dinner,Included,Yes,Inn family,Availability;High prices;
1970-01-01 12:41:06.529549,45627.1549382916,,19,Man,El Salvador,Only studying,2 year,Family home ,110,0,Center,,10 mints academic year,I will stay only as long as my studies last,1050,yes,manteinance and cleaning,included,No,beyond ie,High prices;
1970-01-01 12:41:17.578461,45674.1210127769,,20,Man,Italian,Only studying,2 yesrs,Rental with a private landlord,20m2,2,Center,,10 months,I will stay only as long as my studies last,700,Wi-Fi water everything,Cleaning and food (media pensión),Included,Yes,Inn family,High prices;Availability;
1970-01-01 12:41:17.517894,45626.3345701783,,22,Man,French lebanese,Only studying,2 year,Rental with a private landlord,200m2,0,Acueduxt San lorenzo,anonymous,1 academic year,I will stay only as long as my studies last,1350,No,"Half board, cleaning just common areas and weekly bathroom cleaning, bed linen and towels laundry",50€ each full cleaning manteinance included,Yes,Friend,High prices;Availability;
1970-01-01 12:41:17.578461,45673.3006446636,,20,Woman,Moldovan,Only studying,2 year,Rental with a company,120,2,Center,anonymous,10 month,I will move to another residence for the duration of my studies.,400,Yes,"towel and bed linen laundry, breakfast, lunch and dinner",,Yes,,Availability;High prices;
1970-01-01 12:40:18.885683,45667.3529758423,,18,Woman,Belgium,Only studying,2 years,Rental with a private landlord,20m2,1,Center,,Academic year,I will move to another residence for the duration of my studies.,1150,yes,"Full Board, bed linen and towel laundry service",-,,IE,Availability;High prices;
1970-01-01 12:41:06.493299,45619.1563491871,,20,Woman,Brazil,Only studying,2 year,Student residence ,85 70,2,Calle Juan bravo,anonymous,Ayuden year,I will stay only as long as my studies last,875,Everything,Everything even healthcare,100,,Friend,High prices;
1970-01-01 12:41:06.491644,45625.5142020651,,22,Woman,El Salvador,Only studying,4 years,Rental with a private landlord,20m2,2,Center,anonymous,10 month,I will stay only as long as my studies last,1350,,All,laundry for 25€,,IE,NA;
1970-01-01 12:41:11.461725,45676.787209145,,19,Woman,USA,Only studying,1 semester,Rental with a private landlord,300,2,San Lorenzo,,9 month,I will move to another residence for the duration of my studies.,1150,Internet agua electricidad,"Manteinance, cleaning once a week and information",NA,Yes,Beyond campus,Availability;High prices;
1970-01-01 12:41:06.48375,45668.5835280122,,18,Woman,Seitzerlan turkey,Only studying,2 yeas,Rental with a private landlord,300m2,2,Center,anonymous,,I will stay only as long as my studies last,1200,Gas electric unit,None,NA,Yes,Inn family,Availability;High prices;
,45655.6627302281,,18,Man,French lebanese,Only studying,4 years,Student residence ,95,2,Acueduxy,anonymous,9 month,I will move to another residence for the duration of my studies.,500,Internet agua electricidad,Cleaning,100,No,beyond ie,High prices;
1970-01-01 12:40:14.323403,45658.3289265962,,18,Woman,Spain,Only studying,2 years,Rental with a company,30m2,0,San Lorenzo,,10 months,I will move to another residence for the duration of my studies.,1300,Internet agua electricidad,Cleaning and manteinance,,No,Te tal Agency,High prices;Availability;
1970-01-01 12:41:17.55934,45635.7688034811,,19,Woman,Brazil,Only studying,2 yesrs,Rental with a private landlord,20m2,1,center,anonymous,6 month,I will move to another residence for the duration of my studies.,1540,yes,manteinance and cleaning,,No,beyond campus,High prices;None met my expectations;
1970-01-01 12:40:14.323403,45664.8918715025,,20,Woman,India,Only studying,1 year a half,Rental with a private landlord,12m2,5,Acueducto,anonymous,9  months,I will stay only as long as my studies last,275,Gas electric unit,"half board, bed linen and towel change weekly, bedroom cleaning daily, manteinance",Included,Yes,Sogeima,
1970-01-01 12:40:45.428924,45645.6132208404,,20,Man,Italy,Only studying,2 años,Rental with a private landlord,60m2,5,Acueducto,anonymous,9  months,I will stay only as long as my studies last,650,All foo,1100 limpieza y comida,100,,Idealista,Availability;
1970-01-01 12:41:06.51912,45668.1733439556,,21,Woman,Ireland,Only studying,9 month,Student residence ,10m2,2,San Lorenzo,anonymous,,I will move to another residence for the duration of my studies.,1540,Wi-Fi water everything,"half board, bed linen and towel change weekly, bedroom cleaning daily, manteinance",Included,No,Beyond ie,High prices;None met my expectations;
1970-01-01 12:41:17.55934,45677.5885532407,,19,Woman,Canada,Only studying,2 yesrs,Student residence ,Studio,1,Center,anonymous,1 curso académico,I will move to another residence for the duration of my studies.,1300,Wi-Fi water everything,Cleaning and food (media pensión),50€ each full cleaning manteinance included,No,Te tal Agency,NA;
1970-01-01 12:40:15.778484,45621.8225455553,,18,Woman,Belgium,Only studying,2 year,Rental with a private landlord,20,1,Center,anonymous,5 months,I will stay only as long as my studies last,1200,,50!yhree montha,50€ each full cleaning manteinance included,,Sogeima,
1970-01-01 12:41:06.491644,45672.4802765503,,19,Woman,Moldovan,Only studying,1 year,Rental with a private landlord,100m2,4,Center,,10 mints academic year,I will move to another residence for the duration of my studies.,700,Full board,50!yhree montha,50€ each full cleaning manteinance included,,beyond ie,Availability;High prices;
